filename,COV_INSTRUCTION,COV_BRANCH,COV_LINE,COV_COMPLEXITY,COV_METHOD
src/java/org/apache/ivy/core/cache/DefaultResolutionCacheManager.java,0.8545454545454545,0.8333333333333334,0.826530612244898,0.6808510638297872,0.6842105263157895
src/java/org/apache/ivy/core/cache/ModuleDescriptorMemoryCache.java,1.0,1.0,1.0,1.0,1.0
src/java/org/apache/ivy/core/cache/CacheUtil.java,0.5681818181818182,0.6666666666666666,0.7142857142857143,0.5,1.0
src/java/org/apache/ivy/core/cache/ModuleDescriptorProvider.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/core/cache/ModuleDescriptorWriter.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/core/cache/RepositoryCacheManager.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/core/cache/CacheDownloadOptions.java,1.0,0.0,1.0,1.0,1.0
src/java/org/apache/ivy/core/cache/ResolutionCacheManager.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/core/cache/CacheMetadataOptions.java,1.0,0.0,1.0,1.0,1.0
src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java,0.49162011173184356,0.6,0.5128205128205128,0.3181818181818182,0.29411764705882354
src/java/org/apache/ivy/core/cache/ArtifactOrigin.java,0.5431472081218274,0.4375,0.6744186046511628,0.4666666666666667,0.8571428571428571
src/java/org/apache/ivy/core/cache/DownloadListener.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/core/cache/CacheResourceOptions.java,0.6923076923076923,0.0,0.6,0.6666666666666666,0.6666666666666666
src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java,0.8146900269541779,0.75390625,0.8372827804107424,0.695852534562212,0.8876404494382022
src/java/org/apache/ivy/Ivy.java,0.6942889137737962,0.6,0.650375939849624,0.5480769230769231,0.618421052631579
src/java/org/apache/ivy/Main.java,0.44665341285619614,0.2980769230769231,0.4954128440366973,0.14285714285714285,0.5454545454545454
src/java/org/apache/ivy/Ivy14.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/plugins/trigger/AbstractTrigger.java,0.8679245283018868,0.5,0.8125,0.7272727272727273,0.8
src/java/org/apache/ivy/plugins/trigger/Trigger.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/plugins/trigger/LogTrigger.java,0.7372881355932204,0.625,0.7878787878787878,0.6666666666666666,0.875
src/java/org/apache/ivy/plugins/version/VersionRangeMatcher.java,0.7610389610389611,0.7894736842105263,0.7866666666666666,0.6944444444444444,0.7647058823529411
src/java/org/apache/ivy/plugins/version/VersionMatcher.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/plugins/version/PatternVersionMatcher.java,0.8455882352941176,0.75,0.8421052631578947,0.6923076923076923,0.8
src/java/org/apache/ivy/plugins/version/ExactVersionMatcher.java,1.0,0.0,1.0,1.0,1.0
src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java,0.8676470588235294,0.6666666666666666,0.9166666666666666,0.7777777777777778,0.8333333333333334
src/java/org/apache/ivy/plugins/version/SubVersionMatcher.java,0.5454545454545454,0.0,0.5555555555555556,0.6,0.75
src/java/org/apache/ivy/plugins/version/ChainVersionMatcher.java,0.7706422018348624,0.6470588235294118,0.7678571428571429,0.6153846153846154,0.8888888888888888
src/java/org/apache/ivy/plugins/version/Match.java,0.8670886075949367,0.6666666666666666,0.8333333333333334,0.65,0.7857142857142857
src/java/org/apache/ivy/plugins/version/AbstractVersionMatcher.java,0.8717948717948718,0.0,0.875,0.8,0.8
src/java/org/apache/ivy/core/install/InstallEngine.java,0.8616504854368932,0.8333333333333334,0.9166666666666666,0.7142857142857143,1.0
src/java/org/apache/ivy/core/install/InstallEngineSettings.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/core/install/InstallOptions.java,0.9743589743589743,0.5,1.0,0.9285714285714286,1.0
src/java/org/apache/ivy/osgi/obr/xml/Requirement.java,0.7857142857142857,0.0,0.8235294117647058,0.6666666666666666,0.6666666666666666
src/java/org/apache/ivy/osgi/obr/xml/Capability.java,1.0,0.0,1.0,1.0,1.0
src/java/org/apache/ivy/osgi/obr/xml/RequirementAdapter.java,0.6538461538461539,0.5857142857142857,0.696078431372549,0.4634146341463415,1.0
src/java/org/apache/ivy/osgi/obr/xml/CapabilityProperty.java,0.8571428571428571,0.0,0.875,0.75,0.75
src/java/org/apache/ivy/osgi/obr/xml/CapabilityAdapter.java,0.7433628318584071,0.7857142857142857,0.8363636363636363,0.6666666666666666,0.75
src/java/org/apache/ivy/osgi/obr/xml/OBRXMLParser.java,0.7507987220447284,0.75,0.781021897810219,0.8717948717948718,0.9393939393939394
src/java/org/apache/ivy/osgi/obr/xml/UnsupportedFilterException.java,1.0,0.0,1.0,1.0,1.0
src/java/org/apache/ivy/osgi/obr/xml/RequirementFilter.java,1.0,0.0,1.0,1.0,1.0
src/java/org/apache/ivy/osgi/obr/xml/OBRXMLWriter.java,0.7427101200686106,0.6071428571428571,0.7483443708609272,0.4878048780487805,0.7692307692307693
src/java/org/apache/ivy/plugins/repository/vsftp/VsftpRepository.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/plugins/repository/vsftp/VsftpResource.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/osgi/obr/OBRResolver.java,0.3793103448275862,0.625,0.559322033898305,0.4666666666666667,0.7142857142857143
src/java/org/apache/ivy/plugins/repository/Repository.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/plugins/repository/RepositoryCopyProgressListener.java,0.9361702127659575,1.0,0.9375,0.8571428571428571,0.8333333333333334
src/java/org/apache/ivy/plugins/repository/BasicResource.java,0.6521739130434783,0.0,0.7333333333333333,0.5555555555555556,0.5555555555555556
src/java/org/apache/ivy/plugins/repository/ResourceDownloader.java,0.0,0.0,0.0,0.0,0.0
src/java/org/apache/ivy/plugins/repository/TransferListener.java,0.0,0.0,0.0,0.0,0.0
